PLAYER_NAME,TEAM_ABBREVIATION,METRIC_RAW,MIN_PER_GAME
Mouhamed Gueye,ATL,-0.6,16.151515151515152
Onyeka Okongwu,ATL,1.3,27.89189189189189
Terance Mann,ATL,-1.3,22.733333333333334
Trae Young,ATL,0.5,36.03947368421053
Vit Krejci,ATL,0.7,20.228070175438596
Zaccharie Risacher,ATL,-3.5,24.573333333333334
Al Horford,BOS,1.2,27.65
Baylor Scheierman,BOS,-1.7,12.387096774193548
Derrick White,BOS,3.5,33.86842105263158
Jaylen Brown,BOS,0.0,34.25396825396825
Jayson Tatum,BOS,5.2,36.44444444444444
Jordan Walsh,BOS,-3.9,7.75
Jrue Holiday,BOS,0.7,30.580645161290324
Kristaps Porziņģis,BOS,4.7,28.80952380952381
Luke Kornet,BOS,3.3,18.643835616438356
Neemias Queta,BOS,-0.7,13.919354838709678
Payton Pritchard,BOS,3.5,28.3875
Sam Hauser,BOS,0.8,21.704225352112676
Torrey Craig,BOS,-2.7,11.823529411764707
Xavier Tillman Sr.,BOS,-8.1,7.0
Ben Simmons,BRK,-1.0,25.0
Cam Thomas,BRK,0.3,31.24
Cameron Johnson,BRK,3.1,31.57894736842105
D'Angelo Russell,BRK,1.0,24.724137931034484
Dariq Whitehead,BRK,-3.7,12.3
Day'Ron Sharpe,BRK,0.9,18.14
Dennis Schröder,BRK,0.0,33.56521739130435
Dorian Finney-Smith,BRK,0.0,28.95
Drew Timme,BRK,-6.7,28.22222222222222
Jalen Wilson,BRK,-3.9,25.70886075949367
Keon Johnson,BRK,-3.3,24.367088607594937
Maxwell Lewis,BRK,-3.9,14.19047619047619
Nic Claxton,BRK,0.4,26.885714285714286
Noah Clowney,BRK,-4.1,22.652173913043477
Reece Beekman,BRK,-5.6,13.676470588235293
Shake Milton,BRK,-0.9,18.22222222222222
Tosan Evbuomwan,BRK,-3.2,23.75
Trendon Watford,BRK,-3.1,20.75
Tyrese Martin,BRK,-2.6,21.916666666666668
Ziaire Williams,BRK,-2.3,24.46031746031746
Ayo Dosunmu,CHI,-1.6,30.304347826086957
Coby White,CHI,-0.9,33.108108108108105
Dalen Terry,CHI,-3.8,13.520547945205479
Jalen Smith,CHI,0.9,15.03125
Jevon Carter,CHI,-2.1,8.916666666666666
Josh Giddey,CHI,3.0,30.242857142857144
Julian Phillips,CHI,-3.0,14.215189873417721
Kevin Huerter,CHI,-1.5,30.0
Lonzo Ball,CHI,0.2,22.2
Matas Buzelis,CHI,-2.5,18.8875
Nikola Vučević,CHI,2.6,31.205479452054796
Patrick Williams,CHI,-3.7,25.015873015873016
Talen Horton-Tucker,CHI,-2.4,12.482758620689655
Tre Jones,CHI,3.1,25.27777777777778
Zach Collins,CHI,0.1,19.714285714285715
Zach LaVine,CHI,1.6,34.095238095238095
Brandon Miller,CHO,0.0,34.22222222222222
Cody Martin,CHO,-1.2,24.794871794871796
DaQuan Jeffries,CHO,-4.7,22.78723404255319
Damion Baugh,CHO,-7.1,24.666666666666668
Grant Williams,CHO,-1.6,29.9375
Isaiah Wong,CHO,-4.0,13.25
Josh Green,CHO,-4.3,27.75
Josh Okogie,CHO,3.1,18.266666666666666
Jusuf Nurkić,CHO,1.2,18.115384615384617
KJ Simpson,CHO,-5.4,23.38888888888889
LaMelo Ball,CHO,3.2,32.02127659574468
Mark Williams,CHO,3.5,26.613636363636363
Miles Bridges,CHO,1.8,31.703125
Moussa Diabaté,CHO,-1.9,17.47887323943662
Nick Richards,CHO,-2.0,20.952380952380953
Nick Smith Jr.,CHO,-5.7,22.816666666666666
Seth Curry,CHO,-1.7,15.617647058823529
Taj Gibson,CHO,-5.3,11.054054054054054
Tidjane Salaün,CHO,-5.2,20.733333333333334
Tre Mann,CHO,-2.4,24.53846153846154
Vasilije Micić,CHO,-6.8,21.22222222222222
Wendell Moore Jr.,CHO,-4.7,17.5
Caris LeVert,CLE,1.2,23.789473684210527
Craig Porter Jr.,CLE,1.1,10.058823529411764
Darius Garland,CLE,3.1,30.68
De'Andre Hunter,CLE,1.6,25.037037037037038
Dean Wade,CLE,0.3,21.220338983050848
Donovan Mitchell,CLE,3.7,31.43661971830986
Evan Mobley,CLE,4.6,30.52112676056338
Georges Niang,CLE,-1.8,20.647058823529413
Isaac Okoro,CLE,-0.5,19.145454545454545
Jarrett Allen,CLE,4.2,28.0
Jaylon Tyson,CLE,-2.7,9.638297872340425
Max Strus,CLE,1.3,25.46
Sam Merrill,CLE,0.3,19.732394366197184
Tristan Thompson,CLE,-4.6,8.2
Ty Jerome,CLE,4.3,19.885714285714286
Anthony Davis,DAL,2.5,29.555555555555557
Brandon Williams,DAL,1.0,14.757575757575758
Caleb Martin,DAL,-5.3,19.642857142857142
Daniel Gafford,DAL,3.8,21.50877192982456
Dante Exum,DAL,-2.3,18.6
Dereck Lively II,DAL,3.3,23.13888888888889
Dwight Powell,DAL,0.0,10.018181818181818
Jaden Hardy,DAL,-4.7,15.912280701754385
Kai Jones,DAL,4.8,21.666666666666668
Kessler Edwards,DAL,-1.4,15.2
Klay Thompson,DAL,-1.0,27.291666666666668
Kyrie Irving,DAL,3.4,36.08
Luka Dončić,DAL,6.9,35.68181818181818
Max Christie,DAL,-3.4,30.40625
Maxi Kleber,DAL,-3.8,18.735294117647058
Naji Marshall,DAL,-0.8,27.81159420289855
Olivier-Maxence Prosper,DAL,-2.1,11.23076923076923
P.J. Washington,DAL,-0.9,32.19298245614035
Quentin Grimes,DAL,-0.3,22.76595744680851
Spencer Dinwiddie,DAL,-1.6,27.037974683544302
Aaron Gordon,DEN,1.2,28.372549019607842
Christian Braun,DEN,0.3,33.860759493670884
Dario Šarić,DEN,-4.8,13.125
DeAndre Jordan,DEN,-1.2,12.339285714285714
Hunter Tyson,DEN,-4.8,7.8431372549019605
Jalen Pickett,DEN,-1.5,13.591836734693878
Jamal Murray,DEN,0.8,36.08955223880597
Julian Strawther,DEN,-4.5,21.29230769230769
Michael Porter Jr.,DEN,-0.1,33.675324675324674
Nikola Jokić,DEN,13.3,36.72857142857143
Peyton Watson,DEN,-1.8,24.352941176470587
Russell Westbrook,DEN,-1.1,27.893333333333334
Zeke Nnaji,DEN,-1.3,10.666666666666666
Ausar Thompson,DET,1.7,22.508474576271187
Cade Cunningham,DET,3.9,35.02857142857143
Dennis Schröder,DET,-2.1,25.178571428571427
Isaiah Stewart,DET,0.6,19.916666666666668
Jaden Ivey,DET,0.0,29.933333333333334
Jalen Duren,DET,3.1,26.076923076923077
Malik Beasley,DET,0.8,27.841463414634145
Marcus Sasser,DET,-0.6,14.228070175438596
Paul Reed,DET,2.9,9.733333333333333
Ron Holland,DET,-3.0,15.62962962962963
Simone Fontecchio,DET,-2.9,16.493333333333332
Tim Hardaway Jr.,DET,-2.1,27.961038961038962
Tobias Harris,DET,0.1,31.575342465753426
Wendell Moore Jr.,DET,0.0,10.95
Andrew Wiggins,GSW,1.0,30.13953488372093
Brandin Podziemski,GSW,0.7,26.8125
Buddy Hield,GSW,-1.0,22.71951219512195
Dennis Schröder,GSW,-5.2,26.166666666666668
Draymond Green,GSW,0.5,29.16176470588235
Gary Payton II,GSW,1.4,14.951612903225806
Gui Santos,GSW,-1.7,13.607142857142858
Jimmy Butler,GSW,5.0,32.666666666666664
Jonathan Kuminga,GSW,-0.6,24.340425531914892
Kevon Looney,GSW,0.3,15.026315789473685
Kyle Anderson,GSW,2.3,15.027777777777779
Lindy Waters III,GSW,-3.1,17.236842105263158
Moses Moody,GSW,-0.9,22.283783783783782
Pat Spencer,GSW,-1.6,6.410256410256411
Quinten Post,GSW,0.1,16.333333333333332
Stephen Curry,GSW,6.3,32.17142857142857
Trayce Jackson-Davis,GSW,1.2,15.596774193548388
Aaron Holiday,HOU,-0.2,12.774193548387096
Alperen Şengün,HOU,4.4,31.513157894736842
Amen Thompson,HOU,4.1,32.2463768115942
Cam Whitmore,HOU,0.3,16.215686274509803
Dillon Brooks,HOU,-1.4,31.84
Fred VanVleet,HOU,0.9,35.18333333333333
Jabari Smith Jr.,HOU,-0.7,30.105263157894736
Jae'Sean Tate,HOU,-0.7,11.307692307692308
Jalen Green,HOU,0.5,32.890243902439025
Jeff Green,HOU,0.4,12.375
Jock Landale,HOU,0.4,11.904761904761905
Reed Sheppard,HOU,-1.7,12.576923076923077
Steven Adams,HOU,0.3,13.689655172413794
Tari Eason,HOU,3.6,24.912280701754387
Aaron Nesmith,IND,-0.5,24.955555555555556
Andrew Nembhard,IND,-2.3,28.93846153846154
Ben Sheppard,IND,-2.0,19.49206349206349
Bennedict Mathurin,IND,-2.9,29.84722222222222
Jarace Walker,IND,-0.9,15.826666666666666
Johnny Furphy,IND,-2.5,7.58
Myles Turner,IND,0.4,30.194444444444443
Obi Toppin,IND,1.7,19.556962025316455
Pascal Siakam,IND,1.7,32.666666666666664
Quenton Jackson,IND,-0.3,13.607142857142858
T.J. McConnell,IND,1.2,17.911392405063292
Thomas Bryant,IND,0.7,15.142857142857142
Tyrese Haliburton,IND,5.8,33.57534246575342
Amir Coffey,LAC,-1.7,24.27777777777778
Ben Simmons,LAC,0.9,16.38888888888889
Bogdan Bogdanović,LAC,0.2,25.0
Bones Hyland,LAC,3.1,11.1
Derrick Jones Jr.,LAC,-0.3,24.324675324675326
Ivica Zubac,LAC,3.1,32.8
James Harden,LAC,4.3,35.30379746835443
Jordan Miller,LAC,-2.8,11.35135135135135
Kai Jones,LAC,0.6,7.428571428571429
Kawhi Leonard,LAC,3.1,31.89189189189189
Kevin Porter Jr.,LAC,-2.5,19.644444444444446
Kobe Brown,LAC,-2.1,6.8
Kris Dunn,LAC,0.6,24.094594594594593
Mo Bamba,LAC,-0.2,12.571428571428571
Nicolas Batum,LAC,0.8,17.525641025641026
Norman Powell,LAC,1.5,32.63333333333333
Terance Mann,LAC,-1.3,19.783783783783782
Anthony Davis,LAL,6.0,34.285714285714285
Austin Reaves,LAL,1.9,34.93150684931507
Cam Reddish,LAL,-2.7,17.848484848484848
Christian Koloko,LAL,-2.8,9.243243243243244
D'Angelo Russell,LAL,-1.7,26.310344827586206
Dalton Knecht,LAL,-1.8,19.153846153846153
Dorian Finney-Smith,LAL,-1.5,28.813953488372093
Gabe Vincent,LAL,-4.0,21.208333333333332
Jarred Vanderbilt,LAL,-1.0,16.13888888888889
Jaxson Hayes,LAL,-0.3,19.517857142857142
Jordan Goodwin,LAL,-0.8,18.724137931034484
LeBron James,LAL,5.6,34.91428571428571
Luka Dončić,LAL,6.5,35.142857142857146
Max Christie,LAL,-1.8,25.08695652173913
Rui Hachimura,LAL,-0.7,31.677966101694917
Shake Milton,LAL,-4.0,11.5
Trey Jemison,LAL,-7.3,10.272727272727273
Brandon Clarke,MEM,0.8,18.859375
Cam Spencer,MEM,0.5,10.08
Desmond Bane,MEM,3.2,31.956521739130434
GG Jackson II,MEM,-5.3,15.827586206896552
Ja Morant,MEM,2.4,30.38
Jake LaRavia,MEM,1.3,20.893617021276597
Jaren Jackson Jr.,MEM,2.3,29.824324324324323
Jay Huff,MEM,3.5,11.6875
Jaylen Wells,MEM,-2.2,25.860759493670887
John Konchar,MEM,1.7,12.130434782608695
Luke Kennard,MEM,1.1,22.646153846153847
Marcus Smart,MEM,-1.2,21.05263157894737
Santi Aldama,MEM,3.2,25.53846153846154
Scotty Pippen Jr.,MEM,1.9,21.303797468354432
Vince Williams Jr.,MEM,-2.8,18.48148148148148
Zach Edey,MEM,-0.1,21.454545454545453
Alec Burks,MIA,0.3,17.612244897959183
Andrew Wiggins,MIA,0.7,32.11764705882353
Bam Adebayo,MIA,2.0,34.282051282051285
Davion Mitchell,MIA,-0.6,31.566666666666666
Dru Smith,MIA,2.1,19.142857142857142
Duncan Robinson,MIA,-1.7,24.12162162162162
Haywood Highsmith,MIA,-1.9,24.56756756756757
Jaime Jaquez Jr.,MIA,-0.9,20.727272727272727
Jimmy Butler,MIA,4.8,30.64
Kel'el Ware,MIA,-0.1,22.21875
Kevin Love,MIA,0.4,10.91304347826087
Kyle Anderson,MIA,0.6,18.44
Nikola Jović,MIA,0.3,25.130434782608695
Pelle Larsson,MIA,-3.1,14.218181818181819
Terry Rozier,MIA,-3.7,25.90625
Tyler Herro,MIA,3.1,35.38961038961039
A.J. Green,MIL,-2.2,22.726027397260275
Andre Jackson Jr.,MIL,-3.4,14.626865671641792
Bobby Portis,MIL,0.2,25.387755102040817
Brook Lopez,MIL,0.8,31.825
Damian Lillard,MIL,4.0,36.08620689655172
Delon Wright,MIL,-2.5,15.576923076923077
Gary Trent Jr.,MIL,-1.6,25.58108108108108
Giannis Antetokounmpo,MIL,9.5,34.16417910447761
Jericho Sims,MIL,-1.9,15.0
Kevin Porter Jr.,MIL,2.1,19.933333333333334
Khris Middleton,MIL,2.2,23.217391304347824
Kyle Kuzma,MIL,-4.7,31.78787878787879
Pat Connaughton,MIL,-2.3,14.707317073170731
Ryan Rollins,MIL,-0.5,14.642857142857142
Taurean Prince,MIL,-1.7,27.075
Anthony Edwards,MIN,4.3,36.34177215189873
Donte DiVincenzo,MIN,1.9,25.903225806451612
Jaden McDaniels,MIN,0.0,31.878048780487806
Jaylen Clark,MIN,-0.2,13.05
Josh Minott,MIN,2.2,6.0
Julius Randle,MIN,1.3,32.26086956521739
Luka Garza,MIN,-2.3,5.615384615384615
Mike Conley,MIN,1.2,24.732394366197184
Naz Reid,MIN,1.6,27.5
Nickeil Alexander-Walker,MIN,-0.4,25.28048780487805
Rob Dillingham,MIN,-4.2,10.53061224489796
Rudy Gobert,MIN,1.9,33.166666666666664
Terrence Shannon Jr.,MIN,-2.1,10.59375
Antonio Reeves,NOP,-3.2,15.0
Brandon Boston Jr.,NOP,-2.5,23.642857142857142
Brandon Ingram,NOP,-0.3,33.05555555555556
Bruce Brown,NOP,-4.6,24.73913043478261
CJ McCollum,NOP,-1.4,32.714285714285715
Daniel Theis,NOP,-3.3,16.342105263157894
Dejounte Murray,NOP,-1.6,32.645161290322584
Elfrid Payton,NOP,-5.5,21.555555555555557
Herbert Jones,NOP,-3.6,32.4
Jamal Cain,NOP,-3.4,13.567567567567568
Javonte Green,NOP,-2.2,21.84
Jeremiah Robinson-Earl,NOP,-2.5,18.772727272727273
Jordan Hawkins,NOP,-5.4,23.589285714285715
Jose Alvarado,NOP,-1.4,24.392857142857142
Karlo Matković,NOP,-2.0,18.833333333333332
Keion Brooks Jr.,NOP,-3.5,23.714285714285715
Kelly Olynyk,NOP,-1.4,25.4
Trey Murphy III,NOP,0.8,34.9811320754717
Yves Missi,NOP,-3.0,26.794520547945204
Zion Williamson,NOP,7.0,28.566666666666666
Ariel Hukporti,NYK,-5.6,8.68
Cameron Payne,NYK,-0.2,15.13888888888889
Delon Wright,NYK,0.5,16.428571428571427
Jalen Brunson,NYK,3.3,35.4
Jericho Sims,NYK,-3.5,10.820512820512821
Josh Hart,NYK,2.8,37.62337662337662
Karl-Anthony Towns,NYK,3.6,34.958333333333336
Landry Shamet,NYK,-2.4,15.24
Mikal Bridges,NYK,-0.5,37.02439024390244
Miles McBride,NYK,0.0,24.890625
Mitchell Robinson,NYK,3.3,17.058823529411764
OG Anunoby,NYK,0.7,36.567567567567565
Precious Achiuwa,NYK,-1.9,20.526315789473685
Tyler Kolek,NYK,-2.8,7.219512195121951
Aaron Wiggins,OKC,1.1,22.94736842105263
Adam Flagler,OKC,-10.3,5.486486486486487
Ajay Mitchell,OKC,-1.6,16.583333333333332
Alex Caruso,OKC,4.0,19.27777777777778
Branden Carlson,OKC,1.3,7.6875
Cason Wallace,OKC,1.0,27.58823529411765
Chet Holmgren,OKC,2.4,27.40625
Dillon Jones,OKC,-4.0,10.203703703703704
Isaiah Hartenstein,OKC,3.2,27.894736842105264
Isaiah Joe,OKC,1.3,21.675675675675677
Jalen Williams,OKC,4.0,32.42028985507246
Jaylin Williams,OKC,4.3,16.680851063829788
Kenrich Williams,OKC,0.6,16.405797101449274
Luguentz Dort,OKC,0.2,29.197183098591548
Ousmane Dieng,OKC,-0.9,10.945945945945946
Shai Gilgeous-Alexander,OKC,11.5,34.18421052631579
Anthony Black,ORL,-1.9,24.192307692307693
Caleb Houstan,ORL,-2.2,13.586206896551724
Cole Anthony,ORL,0.1,18.417910447761194
Cory Joseph,ORL,-0.8,12.24
Franz Wagner,ORL,3.1,33.71666666666667
Gary Harris,ORL,-2.7,14.8125
Goga Bitadze,ORL,2.5,20.428571428571427
Jalen Suggs,ORL,0.4,28.62857142857143
Jett Howard,ORL,-5.3,11.683333333333334
Jonathan Isaac,ORL,0.7,15.352112676056338
Kentavious Caldwell-Pope,ORL,-1.4,29.5974025974026
Moritz Wagner,ORL,4.0,18.8
Paolo Banchero,ORL,3.5,34.391304347826086
Trevelin Queen,ORL,-0.3,13.870967741935484
Tristan Da Silva,ORL,-2.6,22.013513513513512
Wendell Carter Jr.,ORL,-1.2,25.852941176470587
Adem Bona,PHI,-2.7,15.60344827586207
Alex Reese,PHI,-1.4,15.285714285714286
Andre Drummond,PHI,-3.2,18.775
Caleb Martin,PHI,-2.5,30.419354838709676
Eric Gordon,PHI,-1.6,19.692307692307693
Guerschon Yabusele,PHI,-1.0,27.071428571428573
Jalen Hood-Schifino,PHI,-7.1,23.153846153846153
Jared Butler,PHI,-2.1,24.357142857142858
Jared McCain,PHI,0.2,25.73913043478261
Jeff Dowtin Jr.,PHI,0.2,15.146341463414634
Joel Embiid,PHI,3.5,30.210526315789473
Justin Edwards,PHI,-3.7,26.25
KJ Martin,PHI,-1.7,20.0
Kelly Oubre Jr.,PHI,-2.3,34.63333333333333
Kyle Lowry,PHI,-1.3,18.82857142857143
Lonnie Walker IV,PHI,-2.4,23.85
Marcus Bagley,PHI,-4.3,25.3
Paul George,PHI,-0.4,32.53658536585366
Quentin Grimes,PHI,1.2,33.67857142857143
Reggie Jackson,PHI,-4.0,12.387096774193548
Ricky Council IV,PHI,-4.3,17.123287671232877
Tyrese Maxey,PHI,2.0,37.69230769230769
Bol Bol,PHO,0.8,12.444444444444445
Bradley Beal,PHO,-1.1,32.113207547169814
Cody Martin,PHO,-4.0,14.714285714285714
Collin Gillespie,PHO,2.5,13.969696969696969
Devin Booker,PHO,0.4,37.266666666666666
Grayson Allen,PHO,-0.3,24.125
Josh Okogie,PHO,0.4,14.04
Jusuf Nurkić,PHO,-3.4,23.68
Kevin Durant,PHO,3.2,36.53225806451613
Mason Plumlee,PHO,-0.6,17.56756756756757
Monte Morris,PHO,-1.8,12.688888888888888
Nick Richards,PHO,-3.9,22.666666666666668
Oso Ighodaro,PHO,-2.6,17.131147540983605
Royce O'Neale,PHO,0.1,24.493333333333332
Ryan Dunn,PHO,-4.1,19.054054054054053
Tyus Jones,PHO,0.1,26.839506172839506
Anfernee Simons,POR,-0.1,32.74285714285714
Dalano Banton,POR,-0.8,16.71641791044776
Deandre Ayton,POR,-0.7,30.15
Deni Avdija,POR,2.1,30.01388888888889
Donovan Clingan,POR,-0.3,19.761194029850746
Duop Reath,POR,-0.3,10.195652173913043
Jabari Walker,POR,-0.8,12.483333333333333
Jerami Grant,POR,-1.6,32.42553191489362
Kris Murray,POR,-3.0,15.072463768115941
Matisse Thybulle,POR,5.0,20.8
Rayan Rupert,POR,-4.7,8.846153846153847
Robert Williams,POR,3.0,17.55
Scoot Henderson,POR,-2.2,26.651515151515152
Shaedon Sharpe,POR,-1.3,31.27777777777778
Toumani Camara,POR,-0.1,32.666666666666664
Alex Len,SAC,0.3,7.166666666666667
De'Aaron Fox,SAC,1.2,36.955555555555556
DeMar DeRozan,SAC,-0.1,35.94805194805195
Devin Carter,SAC,-3.2,11.0
Domantas Sabonis,SAC,5.2,34.7
Doug McDermott,SAC,-3.2,8.142857142857142
Isaac Jones,SAC,-1.7,7.6
Jake LaRavia,SAC,-2.7,19.31578947368421
Jonas Valančiūnas,SAC,1.1,16.90625
Keegan Murray,SAC,-1.6,34.3421052631579
Keon Ellis,SAC,1.9,24.35
Kevin Huerter,SAC,-2.3,20.906976744186046
Malik Monk,SAC,-0.8,31.6
Trey Lyles,SAC,-0.7,19.55072463768116
Zach LaVine,SAC,-0.4,36.5625
Bismack Biyombo,SAS,-3.6,18.857142857142858
Blake Wesley,SAS,-4.2,11.775862068965518
Charles Bassey,SAS,-1.1,10.444444444444445
Chris Paul,SAS,0.8,27.951219512195124
De'Aaron Fox,SAS,-2.0,34.0
Devin Vassell,SAS,-1.1,30.984375
Harrison Barnes,SAS,0.0,27.195121951219512
Jeremy Sochan,SAS,-1.2,25.25925925925926
Julian Champagnie,SAS,-1.3,23.5609756097561
Keldon Johnson,SAS,-1.6,23.87012987012987
Malaki Branham,SAS,-3.2,9.085106382978724
Sandro Mamukelashvili,SAS,2.3,11.163934426229508
Stephon Castle,SAS,-3.2,26.691358024691358
Tre Jones,SAS,-0.1,16.071428571428573
Victor Wembanyama,SAS,6.5,33.19565217391305
Zach Collins,SAS,-0.1,11.805555555555555
A.J. Lawson,TOR,-2.5,18.692307692307693
Bruce Brown,TOR,-2.5,19.61111111111111
Chris Boucher,TOR,2.3,17.24
Colin Castleton,TOR,-5.7,26.181818181818183
Davion Mitchell,TOR,-4.3,24.545454545454547
Garrett Temple,TOR,-3.6,8.107142857142858
Gradey Dick,TOR,-3.2,29.38888888888889
Immanuel Quickley,TOR,2.2,27.818181818181817
Ja'Kobe Walter,TOR,-3.0,21.21153846153846
Jakob Poeltl,TOR,2.0,29.57894736842105
Jamal Shead,TOR,-4.1,19.56
Jamison Battle,TOR,-2.3,17.661016949152543
Jared Rhoden,TOR,0.0,21.5
Jonathan Mogbo,TOR,-1.9,20.41269841269841
Kelly Olynyk,TOR,0.2,15.958333333333334
Ochai Agbaji,TOR,-0.7,27.171875
Orlando Robinson,TOR,-3.5,20.37142857142857
RJ Barrett,TOR,0.6,32.224137931034484
Scottie Barnes,TOR,2.4,32.83076923076923
Brice Sensabaugh,UTA,-1.2,20.169014084507044
Cody Williams,UTA,-7.3,21.2
Collin Sexton,UTA,-0.6,27.904761904761905
Drew Eubanks,UTA,0.0,15.35135135135135
Isaiah Collier,UTA,-5.3,25.901408450704224
Jaden Springer,UTA,-4.3,13.176470588235293
John Collins,UTA,1.0,30.5
Johnny Juzang,UTA,-2.3,19.84375
Jordan Clarkson,UTA,-1.5,26.0
KJ Martin,UTA,-5.6,22.736842105263158
Keyonte George,UTA,-2.7,31.47761194029851
Kyle Filipowski,UTA,-1.0,21.13888888888889
Lauri Markkanen,UTA,-0.3,31.404255319148938
Micah Potter,UTA,-3.5,18.55263157894737
Oscar Tshiebwe,UTA,-1.4,18.214285714285715
Patty Mills,UTA,-4.4,15.294117647058824
Svi Mykhailiuk,UTA,-3.5,20.0
Walker Kessler,UTA,1.8,30.0
AJ Johnson,WAS,-8.3,27.045454545454547
Alex Sarr,WAS,-3.3,27.074626865671643
Anthony Gill,WAS,-4.5,7.784313725490196
Bilal Coulibaly,WAS,-3.7,33.016949152542374
Bub Carrington,WAS,-4.6,29.975609756097562
Colby Jones,WAS,-2.9,25.666666666666668
Corey Kispert,WAS,-3.7,26.262295081967213
JT Thor,WAS,-6.5,18.818181818181817
Jared Butler,WAS,1.0,11.3125
Jaylen Martin,WAS,-6.5,18.0
Johnny Davis,WAS,-2.8,7.117647058823529
Jonas Valančiūnas,WAS,0.4,20.06122448979592
Jordan Poole,WAS,0.4,29.426470588235293
Justin Champagnie,WAS,-0.5,21.612903225806452
Khris Middleton,WAS,-2.0,22.071428571428573
Kyle Kuzma,WAS,-5.2,27.71875
Kyshawn George,WAS,-4.1,26.5
Malcolm Brogdon,WAS,-1.5,23.5
Marcus Smart,WAS,-1.9,18.666666666666668
Richaun Holmes,WAS,1.1,17.225806451612904
Tristan Vukcevic,WAS,-0.5,14.657142857142857
