season,game_id,date_utc,home_team_id,away_team_id,higher_team_id,winner_team_id,higher_is_home,winner_is_home,rating_gap,snapshot_as_of_utc
2025,15907929,2025-01-06T01:30:00Z,GSW,SAC,GSW,SAC,1,0,1.8547158957928298,2025-01-06T00:00:00Z
2025,15907933,2025-01-07T00:30:00Z,NYK,ORL,NYK,ORL,1,0,1.7238404185728955,2025-01-07T00:00:00Z
2025,15907938,2025-01-07T03:00:00Z,SAC,MIA,MIA,SAC,0,1,2.464468048526195,2025-01-07T00:00:00Z
2025,15907939,2025-01-08T00:00:00Z,CHA,PHX,PHX,CHA,0,1,4.089980178063865,2025-01-08T00:00:00Z
2025,15907941,2025-01-08T00:30:00Z,DAL,LAL,LAL,DAL,0,1,5.7333362084179775,2025-01-08T00:00:00Z
2025,15907958,2025-01-10T00:30:00Z,DAL,POR,POR,DAL,0,1,0.18095966697830246,2025-01-10T00:00:00Z
2025,15907959,2025-01-10T02:00:00Z,PHX,ATL,ATL,PHX,0,1,2.1093653963846783,2025-01-10T00:00:00Z
2025,15907964,2025-01-11T00:00:00Z,PHI,NOP,PHI,NOP,1,0,1.9246743165037765,2025-01-11T00:00:00Z
2025,15907965,2025-01-11T00:30:00Z,BOS,SAC,BOS,SAC,1,0,6.935711915758545,2025-01-11T00:00:00Z
2025,15907972,2025-01-12T01:00:00Z,MIN,MEM,MIN,MEM,1,0,5.235132697492938,2025-01-12T00:00:00Z
2025,15907976,2025-01-12T20:00:00Z,NYK,MIL,MIL,NYK,0,1,1.452022972871661,2025-01-12T00:00:00Z
2025,15907978,2025-01-12T20:30:00Z,CHI,SAC,CHI,SAC,1,0,1.4316223022256884,2025-01-12T00:00:00Z
2025,15907980,2025-01-12T23:00:00Z,CLE,IND,CLE,IND,1,0,2.428700688940755,2025-01-12T00:00:00Z
2025,15907983,2025-01-13T01:00:00Z,UTA,BKN,BKN,UTA,0,1,0.8146499811413119,2025-01-13T00:00:00Z
2025,15907986,2025-01-14T00:30:00Z,NYK,DET,NYK,DET,1,0,2.168668883047929,2025-01-14T00:00:00Z
2025,15907987,2025-01-14T00:30:00Z,TOR,GSW,GSW,TOR,0,1,3.0250996989728614,2025-01-14T00:00:00Z
2025,15907989,2025-01-14T03:30:00Z,LAL,SAS,LAL,SAS,1,0,5.10003656787919,2025-01-14T00:00:00Z
2025,15907994,2025-01-15T01:00:00Z,CHI,NOP,CHI,NOP,1,0,7.200568130895148,2025-01-15T00:00:00Z
2025,15907997,2025-01-15T03:00:00Z,POR,BKN,POR,BKN,1,0,1.1398919619266077,2025-01-15T00:00:00Z
2025,15907999,2025-01-16T00:30:00Z,TOR,BOS,BOS,TOR,0,1,8.233371969289282,2025-01-16T00:00:00Z
2025,15908000,2025-01-16T01:00:00Z,CHI,ATL,CHI,ATL,1,0,0.211626738315076,2025-01-16T00:00:00Z
2025,15908002,2025-01-16T02:30:00Z,MIN,GSW,MIN,GSW,1,0,3.381400355528026,2025-01-16T00:00:00Z
2025,15908003,2025-01-16T01:00:00Z,NOP,DAL,DAL,NOP,0,1,4.6328391300324725,2025-01-16T00:00:00Z
2025,15908005,2025-01-16T02:00:00Z,DEN,HOU,DEN,HOU,1,0,4.174671655435486,2025-01-16T00:00:00Z
2025,15908006,2025-01-16T02:00:00Z,UTA,CHA,UTA,CHA,1,0,2.3491404492766197,2025-01-16T00:00:00Z
2025,15908013,2025-01-17T03:00:00Z,SAC,HOU,HOU,SAC,0,1,1.9702500412205368,2025-01-17T00:00:00Z
2025,15908018,2025-01-18T01:00:00Z,NOP,UTA,UTA,NOP,0,1,2.743260392706521,2025-01-18T00:00:00Z
2025,15908020,2025-01-18T01:30:00Z,DAL,OKC,OKC,DAL,0,1,9.176129544700572,2025-01-18T00:00:00Z
2025,15908021,2025-01-18T01:00:00Z,CHI,CHA,CHI,CHA,1,0,6.386171998971006,2025-01-18T00:00:00Z
2025,15908023,2025-01-18T21:00:00Z,DET,PHX,DET,PHX,1,0,2.3681478391825093,2025-01-18T00:00:00Z
2025,15908024,2025-01-19T00:00:00Z,BOS,ATL,BOS,ATL,1,0,5.730837997425291,2025-01-19T00:00:00Z
2025,15908033,2025-01-20T02:00:00Z,LAC,LAL,LAL,LAC,0,1,0.3987398472224255,2025-01-20T00:00:00Z
2025,15908034,2025-01-20T02:00:00Z,POR,CHI,CHI,POR,0,1,2.015157452085012,2025-01-20T00:00:00Z
2025,15908036,2025-01-20T17:00:00Z,CHA,DAL,DAL,CHA,0,1,4.073669478944569,2025-01-20T00:00:00Z
2025,15908037,2025-01-20T19:00:00Z,HOU,DET,HOU,DET,1,0,0.8124676128889299,2025-01-20T00:00:00Z
2025,15908038,2025-01-20T19:30:00Z,MEM,MIN,MIN,MEM,0,1,5.213443860014628,2025-01-20T00:00:00Z
2025,15908042,2025-01-21T01:00:00Z,NOP,UTA,UTA,NOP,0,1,2.62820599163397,2025-01-21T00:00:00Z
2025,15908048,2025-01-21T03:30:00Z,LAC,CHI,LAC,CHI,1,0,3.008138485750343,2025-01-21T00:00:00Z
2025,15908044,2025-01-22T00:30:00Z,MIA,POR,MIA,POR,1,0,3.1783140477906153,2025-01-22T00:00:00Z
2025,15908045,2025-01-22T00:30:00Z,TOR,ORL,ORL,TOR,0,1,2.852284958438859,2025-01-22T00:00:00Z
2025,15908052,2025-01-23T01:00:00Z,HOU,CLE,CLE,HOU,0,1,5.817271558275409,2025-01-23T00:00:00Z
2025,15908056,2025-01-23T03:00:00Z,SAC,GSW,GSW,SAC,0,1,1.411840295940486,2025-01-23T00:00:00Z
2025,15908058,2025-01-23T19:00:00Z,IND,SAS,IND,SAS,1,0,6.420096265146734,2025-01-23T00:00:00Z
2025,15908059,2025-01-24T00:00:00Z,ORL,POR,ORL,POR,1,0,2.2134131378869055,2025-01-24T00:00:00Z
